"","ID","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance(mi)","Description","Number","Street","Side","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature(F)","Wind_Chill(F)","Humidity(%)","Pressure(in)","Visibility(mi)","Wind_Direction","Wind_Speed(mph)","Precipitation(in)","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"1996","A-4235633",2,2019-08-15 21:52:00,2019-08-15 22:50:00,40.69408,-111.90268,40.693127,-111.903035,0.068,"At UT-266/45th/Exit 301 - Accident. Left lane closed.",NA,"I-15 S","R","Salt Lake City","Salt Lake","UT","84115","US","US/Mountain","KSLC",2019-08-15 21:54:00,83,83,19,25.65,10,"SE",9,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"1997","A-3921667",2,2019-01-07 04:08:30,2019-01-07 04:38:25,30.3408,-81.76088,30.33097,-81.76369,0.7,"At Commonwealth Ave/Exit 22 - Accident. Right lane blocked.",NA,"W Beltway S","R","Jacksonville","Duval","FL","32254","US","US/Eastern","KNIP",2019-01-07 03:53:00,50,NA,93,30.21,10,"Calm",NA,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1998","A-3233767",2,2020-10-14 13:35:30,2020-10-14 21:52:00,41.179236,-73.147065,41.193364,-73.131604,1.265,"Slow traffic on I-95 from Surf Ave/Exit 30 (I-95) to US-1/Ferry Blvd/Exit 33 (I-95) due to accident.",NA,"Governor John Davis Lodge Tpke","R","Stratford","Fairfield","CT","06615","US","US/Eastern","KBDR",2020-10-14 13:52:00,67,67,47,29.93,10,"SW",15,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1999","A-3797052",4,2019-10-09 08:54:09,2019-10-09 09:21:33,39.09592,-94.58862,39.09615,-94.58718,0.079,"Ramp closed to Truman Rd - Road closed due to accident.",NA,"Broadway Blvd","R","Kansas City","Jackson","MO","64108","US","US/Central","KMKC",2019-10-09 08:54:00,58,58,58,29.18,10,"SSE",6,0,"Fair",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"2000","A-3198680",2,2020-12-22 01:04:00,2020-12-22 04:07:27,33.861764,-117.283186,33.862368,-117.283209,0.042,"Incident on CARROLL ST near KUDER AVE Drive with caution.",17788,"Carroll St","R","Perris","Riverside","CA","92570-9292","US","US/Pacific","KRIV",2020-12-22 00:56:00,40,40,41,28.4,10,"CALM",0,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2001","A-2933103",4,2017-06-14 10:31:03,2017-06-14 16:31:03,33.53556,-83.849905,33.527882,-83.85207,0.545,"Closed at Steele Rd - Road closed due to accident.",8392,"Highway 36","L","Covington","Newton","GA","30016","US","US/Eastern","K9A1",2017-06-14 10:50:00,82,82,66,28.98,10,"WNW",7,NA,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2002","A-3142202",2,2020-12-29 18:25:00,2020-12-29 21:28:09,33.8524,-117.259953,33.85286,-117.259076,0.06,"Incident on MARKHAM ST near HARVILL AVE Drive with caution.",22996,"Markham St","L","Perris","Riverside","CA","92570-9252","US","US/Pacific","KRIV",2020-12-29 17:58:00,52,52,34,28.5,10,"WNW",9,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2003","A-3369321",2,2020-11-06 09:46:00,2020-11-07 04:28:18,25.970307,-80.165737,25.963971,-80.165915,0.438,"Slow traffic on FL-854 from NE 203 St exit [16] to I-95 S due to accident.",NA,"I-95 S","R","Miami","Miami-Dade","FL","33179","US","US/Eastern","KHWO",2020-11-06 09:53:00,79,79,88,30.01,9,"ENE",16,0.01,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2004","A-3914812",3,2019-02-22 04:45:43,2019-02-22 05:15:30,30.21911,-95.45743,30.19687,-95.45466,1.546,"At TX-242/Needham Rd/Exit 79 - Accident.",NA,"I-45 S","R","Conroe","Montgomery","TX","77385","US","US/Central","KCXO",2019-02-22 04:40:00,48.9,NA,100,29.97,10,"Variable",4.6,0.07,"Overcast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2005","A-3994424",2,2018-09-06 08:55:08,2018-09-06 09:25:00,34.06898,-118.21689,34.07209,-118.21884,0.242,"At Broadway - Accident. Left lane blocked.",NA,"I-5 N","R","Los Angeles","Los Angeles","CA","90031","US","US/Pacific","KCQT",2018-09-06 08:47:00,69.1,NA,78,30.03,9,"Calm",NA,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2006","A-3911757",2,2019-02-17 11:56:00,2019-02-17 12:25:57,36.30052,-86.71106,36.304229,-86.706755,0.351,"At I-65 - Accident. Lane blocked.",NA,"I-65 N","R","Goodlettsville","Davidson","TN","37072","US","US/Central","KBNA",2019-02-17 11:53:00,46.9,NA,86,29.8,8,"Calm",NA,0.01,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2007","A-2723104",2,2016-04-08 12:44:48,2016-04-08 18:44:48,33.74326,-117.11458,33.74332,-117.1094,0.298,"At Melba Ave - Accident.",31257,"US Highway 74","R","Homeland","Riverside","CA","92548-9579","US","US/Pacific","KF70",2016-04-08 12:35:00,62.6,NA,72,29.96,10,"SW",4.6,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2008","A-3719330",2,2020-02-09 12:45:00,2020-02-09 15:57:59,44.21519,-94.1133,44.21519,-94.1133,0,"At CR-13/Lookout Dr - Accident.",41221,"US Highway 14","L","North Mankato","Nicollet","MN","56003-4191","US","US/Central","KMKT",2020-02-09 12:48:00,25,12,80,28.94,7,"N",15,0,"Light Snow",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2009","A-3385199",2,2020-09-25 22:29:00,2020-09-25 23:48:20,34.072669,-118.056603,34.072609,-118.059863,0.187,"Incident on I-10 WB near TEMPLE CITY BLVD Right shoulder closed.",NA,"I-10 W","R","El Monte","Los Angeles","CA","91731","US","US/Pacific","KEMT",2020-09-25 22:53:00,70,70,78,29.84,10,"SE",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2010","A-3515503",4,2020-06-23 07:15:39,2020-06-23 10:47:01,40.74293,-77.224,40.63652,-77.27475,7.818,"Closed at PA-35/Main St - Road closed due to accident. Traffic problem.",20073,"Route 522","R","Beaver Springs","Snyder","PA","17812-9450","US","US/Eastern","KSEG",2020-06-23 07:17:00,69,69,90,29.37,6,"WSW",5,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2011","A-2863481",3,2017-02-01 18:29:05,2017-02-02 00:29:05,41.7404,-87.6251,41.73228,-87.62488,0.561,"At 87th St/Exit 61B - Accident.",NA,"Dan Ryan Expy S","R","Chicago","Cook","IL","60620","US","US/Central","KMDW",2017-02-01 18:53:00,32,22.5,42,30.19,10,"WNW",12.7,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"2012","A-3201881",2,2020-10-29 22:00:00,2020-10-30 01:27:50,40.184072,-74.728778,40.178402,-74.722738,0.505,"Incident on NJ-29 SB near I-295 Left lane blocked.",NA,"I-195 E","R","Trenton","Mercer","NJ","08610","US","US/Eastern","KTTN",2020-10-29 22:06:00,47,42,97,29.37,2,"NE",10,0.01,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2013","A-2993043",2,2020-12-26 06:22:00,2020-12-26 11:16:01,40.544674,-124.110759,40.545908,-124.114416,0.21,"1039 CT",2098,"State Highway 36","R","Hydesville","Humboldt","CA","95547","US","US/Pacific","KFOT",2020-12-26 06:15:00,48,48,93,29.67,10,"CALM",0,0.01,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"2014","A-4164578",2,2019-04-03 19:05:09,2019-04-03 19:34:21,40.702232,-73.987681,40.708004,-73.990918,0.433,"At Canal St - Accident. Right lane blocked.",96,"Pearl St","R","Brooklyn","Kings","NY","11201","US","US/Eastern","KJRB",2019-04-03 18:51:00,65,65,16,29.84,10,"VAR",7,0,"Fair",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2015","A-4077536",3,2018-02-05 13:14:13,2018-02-05 19:14:13,40.78238,-111.90889,40.78238,-111.91188,0.156,"At at I-15 - Accident.",NA,"W 600 N","R","Salt Lake City","Salt Lake","UT","84116","US","US/Mountain","KSLC",2018-02-05 12:54:00,55.9,NA,37,29.96,10,"North",9.2,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2016","A-3349413",2,2020-12-14 23:37:00,2020-12-15 01:22:00,35.276681,-80.809239,35.276231,-80.804079,0.293,"In Charlotte / Mile Marker 40 Heading North. The right lane is closed near Exit 40 (Graham St).&amp;nbsp;",NA,"I-85 N","R","Charlotte","Mecklenburg","NC","28206","US","US/Eastern","KCLT",2020-12-14 23:52:00,40,34,68,29.35,10,"NNE",8,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2017","A-3794177",2,2019-10-07 16:31:40,2019-10-07 16:57:13,42.4084,-83.08065,42.40987,-83.07486,0.312,"At I-75/Chrysler Fwy - Accident. Right lane blocked.",NA,"Davison Fwy E","R","Highland Park","Wayne","MI","48203","US","US/Eastern","KDET",2019-10-07 16:53:00,68,68,33,29.44,10,"W",10,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2018","A-3937838",3,2018-12-03 13:56:24,2018-12-03 14:26:13,33.68588,-117.86374,33.68687,-117.86578,0.136,"Ramp to CA-55 and Paularino Ave - Accident. on the hard shoulder.",NA,"I-405 N","R","Santa Ana","Orange","CA","92707","US","US/Pacific","KSNA",2018-12-03 13:53:00,66.9,NA,34,30.08,10,"SW",5.8,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2019","A-3527414",2,2020-06-27 07:07:00,2020-06-27 09:21:22,37.494977,-122.228052,37.494977,-122.228052,0,"At Whipple Ave/Exit 409 - Accident.",NA,"Bayshore Fwy N","R","Redwood City","San Mateo","CA","94063","US","US/Pacific","KSQL",2020-06-27 07:00:00,63,63,82,29.85,10,"VAR",3,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2020","A-3573354",2,2020-03-10 01:42:00,2020-03-10 03:33:54,34.06415,-117.279039,34.06415,-117.279039,0,"At Waterman Ave/Exit 73 - Accident.",NA,"I-10 E","R","San Bernardino","San Bernardino","CA","92408","US","US/Pacific","KSBD",2020-03-10 01:40:00,57,57,73,28.83,7,"CALM",0,0.04,"Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2021","A-4227209",2,2019-07-29 07:32:00,2019-07-29 08:31:00,40.875663,-111.89699,40.865341,-111.89937,0.724,"At 2600/Exit 315 - Accident.",NA,"I-15 S","R","Woods Cross","Davis","UT","84087","US","US/Mountain","KSLC",2019-07-29 07:54:00,75,75,40,25.73,10,"ESE",8,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2022","A-3314209",2,2020-12-17 13:46:00,2020-12-17 16:45:00,33.187755,-87.271517,33.193955,-87.244447,1.623,"Incident on I-20 EB near MM 89 Drive with caution.",NA,"I-20 E","R","Vance","Tuscaloosa","AL","35490","US","US/Central","KTCL",2020-12-17 13:53:00,46,41,47,30.05,10,"NW",9,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2023","A-3755302",3,2019-12-28 23:09:33,2019-12-28 23:37:31,26.65192,-81.79921,26.66078,-81.79944,0.612,"At Luckett Rd/Exit 139 - Accident. Right lane blocked.",NA,"I-75 N","R","Fort Myers","Lee","FL","33905","US","US/Eastern","KFMY",2019-12-28 22:53:00,73,73,90,30.01,10,"E",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2024","A-3834420",2,2019-11-06 07:13:00,2019-11-06 09:07:17,44.76072,-93.37962,44.76082,-93.37962,0.007,"At CR-16/McColl Dr - Accident.",NA,"McColl Dr","R","Savage","Scott","MN","55378","US","US/Central","KFCM",2019-11-06 07:19:00,26,26,88,29.34,5,"CALM",0,0,"Cloudy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"2025","A-3068515",2,2020-11-25 13:13:00,2020-11-26 00:46:00,34.043079,-118.300659,34.039965,-118.300338,0.216,"Slow traffic from Venice Blvd (S Normandie Ave) to I-10/Santa Monica Fwy (S Normandie Ave) due to accident.",1656,"S Normandie Ave","R","Los Angeles","Los Angeles","CA","90006-5244","US","US/Pacific","KCQT",2020-11-25 12:52:00,65,65,63,29.86,10,"WSW",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2026","A-2745605",3,2016-06-21 09:15:23,2016-06-21 15:15:23,29.73745,-95.35052,29.73541,-95.34732,0.238,"At Scott St/Exit 45 - Accident.",NA,"I-45 S","R","Houston","Harris","TX","77003","US","US/Central","KMCJ",2016-06-21 09:15:00,86,NA,66,30.13,10,"Calm",NA,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2027","A-3994808",2,2018-09-07 22:10:08,2018-09-07 22:39:55,30.39299,-81.56066,30.38737,-81.55824,0.414,"At Dames Point Brg - Accident. Right lane blocked.",NA,"E Beltway S","R","Jacksonville","Duval","FL","32226","US","US/Eastern","KJAX",2018-09-07 21:56:00,78.1,NA,90,30.01,10,"NE",3.5,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2028","A-3347875",2,2020-11-25 04:51:00,2020-11-25 07:06:13,30.619473,-81.501054,30.618794,-81.502375,0.091,"Incident on FL-200 near MARSH LAKES DR Drive with caution.",NA,"Marsh Lakes Dr","R","Fernandina Beach","Nassau","FL","32034","US","US/Eastern","KFHB",2020-11-25 04:55:00,68,68,92,30.2,10,"SSE",5,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2029","A-3140517",2,2020-11-26 16:47:00,2020-11-26 19:09:42,41.317852,-72.901786,41.319162,-72.893876,0.42,"Motor Vehicle Accident (1 Vehicle) on I-91 Northbound between Exits 6 and 8. The 2 center lanes are closed. Reported Thursday November 26 at 8:47 am.",NA,"I-91 N","R","New Haven","New Haven","CT","06511","US","US/Eastern","KHVN",2020-11-26 16:53:00,59,59,87,29.95,10,"SW",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"2030","A-4210308",2,2019-08-28 15:08:00,2019-08-28 16:08:00,40.574557,-111.89999,40.581591,-111.89996,0.486,"At UT-209/9000/Exit 295 - Accident.",NA,"I-15 N","R","Sandy","Salt Lake","UT","84070","US","US/Mountain","KU42",2019-08-28 14:54:00,95,95,9,25.75,10,"NNE",6,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2031","A-3972233",2,2018-11-26 10:21:36,2018-11-26 10:51:22,37.69377,-122.04996,37.69393,-122.05693,0.381,"At Grove Way/E Castro Valley Blvd - Accident. Lane blocked.",NA,"I-580 W","R","Castro Valley","Alameda","CA","94552","US","US/Pacific","KHWD",2018-11-26 09:54:00,57.9,NA,67,30.23,10,"Calm",NA,NA,"Clear",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2032","A-3325869",2,2020-11-26 07:51:00,2020-11-26 10:06:55,25.785266,-80.249923,25.783516,-80.273453,1.469,"Incident on FL-836 WB near NW 42ND AVE Drive with caution.",NA,"Dolphin Expy W","R","Miami","Miami-Dade","FL","33125","US","US/Eastern","KMIA",2020-11-26 07:53:00,75,75,71,30.13,10,"E",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2033","A-3943031",2,2018-12-10 06:40:20,2018-12-10 07:09:50,45.24736,-93.02597,45.25314,-93.02307,0.424,"At MN-97/CR-23/Exit 129 - Accident.",NA,"I-35 N","R","Forest Lake","Anoka","MN","55025","US","US/Central","KANE",2018-12-10 06:35:00,15.8,7.2,93,30.17,2.5,"SW",5.8,NA,"Light Snow",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"2034","A-3520696",2,2020-06-25 11:16:57,2020-06-25 12:16:57,43.15194,-77.62893,43.15194,-77.62893,0,"At Genesee St - Accident.",697,"W Main St","L","Rochester","Monroe","NY","14608","US","US/Eastern","KROC",2020-06-25 10:54:00,74,74,41,29.34,10,"W",13,0,"Fair",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"2035","A-3092984",2,2020-12-01 22:53:59,2020-12-01 23:45:42,32.30475,-90.245186,32.32276,-90.247696,1.253,"Slow traffic on I-220 N - US-49 N from US-80/Exit 1 (I-220) to Clinton Blvd/Capitol St/Exit 2 (I-220) due to accident.",NA,"I-220 N","R","Jackson","Hinds","MS","39209","US","US/Central","KHKS",2020-12-01 22:53:00,33,33,78,29.9,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2036","A-3104625",2,2020-12-11 14:41:30,2020-12-12 00:20:03,28.494227,-81.426183,28.48991,-81.429389,0.356,"Slow traffic from FL-423/S John Young Pkwy (Millenia Blvd) to Conroy Rd (Millenia Blvd) due to accident.",NA,"Commercial Terrace Dr","R","Orlando","Orange","FL","32839","US","US/Eastern","KORL",2020-12-11 14:53:00,73,73,44,30,10,"S",3,0,"Fair",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2037","A-3032475",2,2020-12-01 13:43:00,2020-12-02 04:29:30,34.07941,-117.738401,34.081753,-117.709263,1.675,"Slow traffic on San Bernardino Fwy E - I-10 E from Towne Ave/Exit 46 (I-10) to Monte Vista Ave (I-10) due to accident.",NA,"I-10 E","R","Pomona","Los Angeles","CA","91767","US","US/Pacific","KPOC",2020-12-01 13:47:00,77,77,10,28.95,10,"CALM",0,NA,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2038","A-2946357",4,2017-07-12 10:22:01,2017-07-12 16:22:01,42.740525,-86.068345,42.747111,-86.075081,0.569,"Closed between Fillmore Rd/141st Ave and 146th Ave/E 48th St - Road closed due to accident.",4412,"Lincoln Rd","L","Holland","Allegan","MI","49423","US","US/Eastern","KBIV",2017-07-12 10:23:00,70,NA,90,29.96,5,"SW",11.5,0.44,"Thunderstorms and Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2039","A-3101002",2,2020-12-11 15:06:29,2020-12-11 18:41:37,35.24162,-80.983775,35.241612,-80.983712,0.004,"Incident on WILKINSON BLVD near SAM WILSON RD Expect delays.",NA,"Wilkinson Blvd","R","Charlotte","Mecklenburg","NC","28214","US","US/Eastern","KCLT",2020-12-11 14:52:00,64,64,50,29.32,10,"SSW",8,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"2040","A-4115073",2,2017-12-26 10:56:32,2017-12-26 16:56:32,39.10432,-94.67634,39.10536,-94.68376,0.404,"At I-635/Exit 418 - Accident.",NA,"US-24 W","R","Kansas City","Wyandotte","KS","66102","US","US/Central","KNKA",2017-12-26 07:37:00,NA,NA,NA,NA,NA,"North",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2041","A-3622670",2,2020-04-06 15:40:00,2020-04-06 16:32:30,37.309113,-120.509063,37.309113,-120.509063,0,"At CA-59 - Accident.",1982,"W 16th St","L","Merced","Merced","CA","95348","US","US/Pacific","KMCE",2020-04-06 15:39:00,52,52,80,29.71,1,"W",8,0.06,"Heavy T-Storm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2042","A-3969353",2,2018-11-21 19:06:06,2018-11-21 19:36:01,29.83857,-95.35666,29.8526,-95.36017,0.992,"At Tidwell Rd - Accident. Lane blocked.",NA,"Hardy Toll Rd N","R","Houston","Harris","TX","77022","US","US/Central","KMCJ",2018-11-21 19:15:00,55.4,NA,77,30.3,9,"NNE",4.6,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2043","A-3533148",2,2020-06-06 00:57:00,2020-06-06 03:29:01,33.896662,-117.484225,33.896662,-117.484225,0,"At La Sierra Ave - Accident.",NA,"CA-91 E","R","Riverside","Riverside","CA","92503","US","US/Pacific","KRAL",2020-06-06 00:53:00,62,62,75,28.99,10,"W",10,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"2044","A-3534735",2,2020-06-07 14:06:00,2020-06-07 17:19:05,44.90355,-93.27472,44.90355,-93.27472,0,"At Diamond Lake Rd/Exit 12B - Accident.",NA,"E Diamond Lake Rd","R","Minneapolis","Hennepin","MN","55419","US","US/Central","KMSP",2020-06-07 13:53:00,81,81,56,28.96,10,"SE",18,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"2045","A-3805821",2,2019-10-16 16:45:39,2019-10-16 17:15:05,42.26404,-88.17898,42.26404,-88.17898,0,"At Darrell Rd - Accident.",27600,"N Darrell Rd","R","Wauconda","Lake","IL","60084-9796","US","US/Central","KPWK",2019-10-16 16:52:00,53,53,50,29.26,10,"NW",16,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"2046","A-3094208",2,2020-12-25 05:36:00,2020-12-25 08:20:09,35.252357,-118.967626,35.252363,-118.962072,0.313,"Incident on DI GIORGIO RD near HOUSE 3701 Right shoulder closed.",3299,"Di Giorgio Rd","R","Bakersfield","Kern","CA","93307-9083","US","US/Pacific","KBFL",2020-12-25 05:54:00,37,37,70,29.64,7,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"2047","A-3906089",2,2019-02-08 17:14:32,2019-02-08 17:43:56,34.614783,-81.899463,34.618478,-81.901902,0.291,"At SC-49/Exit 44 - Accident. Left lane blocked.",NA,"I-26 W","R","Enoree","Spartanburg","SC","29335","US","US/Eastern","KLUX",2019-02-08 17:15:00,60.8,NA,27,30.25,10,"NNW",6.9,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
